Sample name	title	source name	organism	idat file 1	idat file 2	subexperiment	CORIELL_ID	cell_line	donor_age	donor_sex	culture_oxygen	culture_agent	culture_pctFBS	expression_vector	subculture	population_doublings	days_in_culture	batch_date 	growth protocol	treatment protocol	molecule	label	platform
204088030140_R01C01	FSF1_SW_15_10	Skin, sacrum	Homo sapiens	204088030140_R01C01_Grn.idat	204088030140_R01C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	c	33.5941099	32	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030140_R04C01	FSF1_SW_15_11	Skin, sacrum	Homo sapiens	204088030140_R04C01_Grn.idat	204088030140_R04C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	c	34.68364179	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030140_R03C01	FSF1_SW_15_12	Skin, sacrum	Homo sapiens	204088030140_R03C01_Grn.idat	204088030140_R03C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	b	35.32284139	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030140_R02C01	FSF1_SW_15_13	Skin, sacrum	Homo sapiens	204088030140_R02C01_Grn.idat	204088030140_R02C01_Red.idat	Growth arrest: Serum withdrawal	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	15%	NA	a	35.50888114	36	02.20.20	Primary fibroblasts were reintroduced into culture from cryopreserved early-passage cells. Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate were maintained in parallel. Passaging occurred as cells became approximately 90% confluent. 	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734300090_R07C01	NFF2_AMBO2_1	Foreskin	Homo sapiens	203734300090_R07C01_Grn.idat	203734300090_R07C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	NA	11.90209724	4	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734300090_R08C01	NFF2_AMBO2_2	Foreskin	Homo sapiens	203734300090_R08C01_Grn.idat	203734300090_R08C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	14.74505251	9	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734300092_R01C01	NFF2_AMBO2_3	Foreskin	Homo sapiens	203734300092_R01C01_Grn.idat	203734300092_R01C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	17.64428052	15	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734300092_R02C01	NFF2_AMBO2_4	Foreskin	Homo sapiens	203734300092_R02C01_Grn.idat	203734300092_R02C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	21.39608323	21	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734300092_R03C01	NFF2_AMBO2_5	Foreskin	Homo sapiens	203734300092_R03C01_Grn.idat	203734300092_R03C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	25.43411174	27	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734300092_R04C01	NFF2_AMBO2_6	Foreskin	Homo sapiens	203734300092_R04C01_Grn.idat	203734300092_R04C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	29.09066903	32	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734300092_R05C01	NFF2_AMBO2_7	Foreskin	Homo sapiens	203734300092_R05C01_Grn.idat	203734300092_R05C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	31.82875376	37	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734300092_R06C01	NFF2_AMBO2_8	Foreskin	Homo sapiens	203734300092_R06C01_Grn.idat	203734300092_R06C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	34.89514445	41	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734300092_R07C01	NFF2_AMBO2_9	Foreskin	Homo sapiens	203734300092_R07C01_Grn.idat	203734300092_R07C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	38.03336265	48	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734300092_R08C01	NFF2_AMBO2_10	Foreskin	Homo sapiens	203734300092_R08C01_Grn.idat	203734300092_R08C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	41.62004375	55	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734290129_R01C01	NFF2_AMBO2_11	Foreskin	Homo sapiens	203734290129_R01C01_Grn.idat	203734290129_R01C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	44.05751243	62	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734290129_R02C01	NFF2_AMBO2_12	Foreskin	Homo sapiens	203734290129_R02C01_Grn.idat	203734290129_R02C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	49.14911136	69	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734290129_R03C01	NFF2_AMBO2_13	Foreskin	Homo sapiens	203734290129_R03C01_Grn.idat	203734290129_R03C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	51.46969178	76	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734290129_R04C01	NFF2_AMBO2_14	Foreskin	Homo sapiens	203734290129_R04C01_Grn.idat	203734290129_R04C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	52.84328957	83	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203734290129_R05C01	NFF2_AMBO2_15	Foreskin	Homo sapiens	203734290129_R05C01_Grn.idat	203734290129_R05C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Ambient	NA	Full	NA	a	56.34256194	103	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
203730640070_R06C01	NFF2_LOWO2_1	Foreskin	Homo sapiens	203730640070_R06C01_Grn.idat	203730640070_R06C01_Red.idat	Reduced oxygen	AG21859	Neonatal_foreskin_fibroblast_2	0 years	male	Low 3% O2	NA	Full	NA	NA	12.21225724	4	10.04.19	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
